,country_of_citizenship,country_being_visited,visa_requirements 
12336,gabon,marshall islands,visa required
12337,gabon,lithuania,visa required
12338,gabon,botswana,visa required
12339,gabon,monaco,visa required
12340,gabon,saudi arabia,visa required
12341,gabon,azerbaijan,visa required
12342,gabon,brunei,visa required
12343,gabon,lesotho,evisa
12344,gabon,barbados,visa required
12345,gabon,nepal,visa on arrival
12346,gabon,malaysia,visa not required
12347,gabon,guatemala,visa required
12348,gabon,greece,visa required
12349,gabon,solomon islands,visa required
12350,gabon,zimbabwe,evisa
12351,gabon,afghanistan,visa required
12352,gabon,maldives,visa on arrival
12353,gabon,liberia,visa required
12354,gabon,saint kitts and nevis,evisa
12355,gabon,jordan,visa required
12356,gabon,bahrain,evisa
12357,gabon,dominica,visa not required
12358,gabon,liechtenstein,visa required
12359,gabon,haiti,visa not required
12360,gabon,new zealand,visa required
12361,gabon,latvia,visa required
12362,gabon,djibouti,evisa
12363,gabon,grenada,visa required
12364,gabon,democratic republic of the congo,visa required
12365,gabon,singapore,visa not required
12366,gabon,nicaragua,visa on arrival
12367,gabon,burkina faso,visa required
12368,gabon,eswatini,visa required
12369,gabon,zambia,evisa
12370,gabon,samoa,entry permit on arrival
12371,gabon,uruguay,visa required
12372,gabon,montenegro,visa required
12373,gabon,equatorial guinea,visa not required
12374,gabon,bosnia and herzegovina,visa required
12375,gabon,ghana,visa on arrival
12376,gabon,moldova,visa required
12377,gabon,dominican republic,visa required
12378,gabon,guinea-bissau,evisa / visa on arrival
12379,gabon,paraguay,visa required
12380,gabon,switzerland,visa required
12381,gabon,honduras,visa required
12382,gabon,libya,visa required
12383,gabon,myanmar,visa required
12384,gabon,belgium,visa required
12385,gabon,kiribati,visa required
12386,gabon,antigua and barbuda,electronic entry visa
12387,gabon,japan,visa required
12388,gabon,bulgaria,visa required
12389,gabon,bolivia,visa on arrival
12390,gabon,thailand,visa required
12391,gabon,cyprus,visa required
12392,gabon,micronesia,visa not required
12393,gabon,sierra leone,visa required
12394,gabon,mauritania,visa on arrival
12395,gabon,comoros,visa on arrival
12396,gabon,burundi,visa required
12397,gabon,indonesia,visa not required
12398,gabon,brazil,visa required
12399,gabon,qatar,evisa
12400,gabon,sudan,visa required
12401,gabon,kazakhstan,visa required
12402,gabon,lebanon,visa required
12403,gabon,spain,visa required
12404,gabon,suriname,evisa
12405,gabon,senegal,visa on arrival
12406,gabon,namibia,visa on arrival
12407,gabon,san marino,visa required
12408,gabon,ireland,visa required
12409,gabon,seychelles,visitor's permit on arrival
12410,gabon,ethiopia,evisa / visa on arrival
12411,gabon,madagascar,evisa / visa on arrival
12412,gabon,pakistan,online visa
12413,gabon,turkey,visa required
12414,gabon,romania,visa required
12415,saudi arabia,laos,evisa / visa on arrival
12416,saudi arabia,albania,visa not required
12417,saudi arabia,chad,visa required
12418,saudi arabia,benin,evisa / visa on arrival
12419,saudi arabia,iceland,visa required
12420,saudi arabia,vanuatu,visa not required
12421,saudi arabia,panama,visa not required
12422,saudi arabia,israel,visa required
12423,saudi arabia,morocco,visa not required
12424,saudi arabia,united states,visa required
12425,saudi arabia,timor-leste,visa on arrival
12426,saudi arabia,costa rica,visa required
12427,saudi arabia,italy,visa required
12428,saudi arabia,saint vincent and the grenadines,visa not required
12429,saudi arabia,nigeria,visa required
12430,saudi arabia,el salvador,visa not required
12431,saudi arabia,armenia,visa required
12432,saudi arabia,ecuador,visa not required
12433,saudi arabia,poland,visa required
12434,saudi arabia,mozambique,visa on arrival
12435,saudi arabia,argentina,visa required
12436,saudi arabia,syria,visa required
12437,saudi arabia,finland,visa required
12438,saudi arabia,austria,visa required
12439,saudi arabia,sweden,visa required
12440,saudi arabia,somalia,visa on arrival
12441,saudi arabia,tajikistan,visa on arrival
12442,saudi arabia,mauritius,visa not required
12443,saudi arabia,belarus,visa not required
12444,saudi arabia,chile,visa required
12445,saudi arabia,central african republic,visa required
12446,saudi arabia,tanzania,evisa / visa on arrival
12447,saudi arabia,cameroon,visa required
12448,saudi arabia,nauru,visa required
12449,saudi arabia,mali,visa required
12450,saudi arabia,estonia,visa required
12451,saudi arabia,trinidad and tobago,visa required
12452,saudi arabia,malawi,evisa / visa on arrival
12453,saudi arabia,togo,visa on arrival
12454,saudi arabia,hungary,visa required
12455,saudi arabia,mexico,visa required
12456,saudi arabia,tuvalu,visa on arrival
12457,saudi arabia,egypt,visa not required
12458,saudi arabia,slovakia,visa required
12459,saudi arabia,russia,evisa
12460,saudi arabia,guinea,evisa
12461,saudi arabia,bahamas,visa required
12462,saudi arabia,australia,visa required
12463,saudi arabia,uzbekistan,evisa
12464,saudi arabia,peru,visa required
12465,saudi arabia,malta,visa required
12466,saudi arabia,angola,evisa
12467,saudi arabia,andorra,visa required
12468,saudi arabia,niger,visa required
12469,saudi arabia,belize,visa required
12470,saudi arabia,georgia,visa not required
12471,saudi arabia,papua new guinea,visa required
12472,saudi arabia,bangladesh,visa on arrival
12473,saudi arabia,portugal,visa required
12474,saudi arabia,south africa,evisa
12475,saudi arabia,colombia,evisa
12476,saudi arabia,kuwait,visa not required
12477,saudi arabia,venezuela,visa required
12478,saudi arabia,algeria,visa required
12479,saudi arabia,republic of the congo,visa required
12480,saudi arabia,jamaica,visa required
12481,saudi arabia,tonga,visa required
12482,saudi arabia,kenya,evisa / visa on arrival
12483,saudi arabia,gabon,evisa / visa on arrival
12484,saudi arabia,gambia,visa required
12485,saudi arabia,croatia,visa required
12486,saudi arabia,norway,visa required
12487,saudi arabia,sri lanka,evisa / visa on arrival
12488,saudi arabia,saint lucia,visa required
12489,saudi arabia,rwanda,evisa / visa on arrival
12490,saudi arabia,taiwan,evisa
12491,saudi arabia,fiji,visa required
12492,saudi arabia,cambodia,visa on arrival
12493,saudi arabia,united arab emirates,visa not required
12494,saudi arabia,bhutan,visa required
12495,saudi arabia,uganda,evisa / visa on arrival
12496,saudi arabia,vietnam,visa required
12497,saudi arabia,netherlands,visa required
12498,saudi arabia,eritrea,visa required
12499,saudi arabia,tunisia,visa not required
12500,saudi arabia,guyana,visa required
12501,saudi arabia,turkmenistan,visa required
12502,saudi arabia,south sudan,electronic visa
12503,saudi arabia,iran,visa on arrival
12504,saudi arabia,kyrgyzstan,visa not required
12505,saudi arabia,canada,visa required
12506,saudi arabia,france,visa required
12507,saudi arabia,oman,visa not required
12508,saudi arabia,mongolia,visa required
12509,saudi arabia,cuba,tourist card required
12510,saudi arabia,germany,visa required
12511,saudi arabia,palau,free visa on arrival
12512,saudi arabia,iraq,visa on arrival
12513,saudi arabia,india,visa required
12514,saudi arabia,côte d'ivoire,evisa
12515,saudi arabia,slovenia,visa required
12516,saudi arabia,yemen,visa on arrival
12517,saudi arabia,denmark,visa required
12518,saudi arabia,china,visa required
12519,saudi arabia,ukraine,visa not required
12520,saudi arabia,serbia,visa required
12521,saudi arabia,marshall islands,visa required
12522,saudi arabia,lithuania,visa required
12523,saudi arabia,botswana,visa not required
12524,saudi arabia,monaco,visa required
12525,saudi arabia,azerbaijan,evisa / visa on arrival
12526,saudi arabia,brunei,visa on arrival
12527,saudi arabia,lesotho,evisa
12528,saudi arabia,barbados,visa not required
12529,saudi arabia,nepal,visa on arrival
12530,saudi arabia,malaysia,visa not required
12531,saudi arabia,guatemala,visa not required
12532,saudi arabia,greece,visa required
12533,saudi arabia,solomon islands,visa required
12534,saudi arabia,zimbabwe,visa on arrival
12535,saudi arabia,afghanistan,visa required
12536,saudi arabia,maldives,free visa on arrival
12537,saudi arabia,liberia,visa required
12538,saudi arabia,saint kitts and nevis,visa not required
12539,saudi arabia,jordan,visa not required
12540,saudi arabia,bahrain,visa not required
12541,saudi arabia,dominica,visa not required
12542,saudi arabia,liechtenstein,visa required
12543,saudi arabia,haiti,visa not required
12544,saudi arabia,new zealand,electronic travel authority
12545,saudi arabia,latvia,visa required
12546,saudi arabia,djibouti,evisa
12547,saudi arabia,grenada,visa required
12548,saudi arabia,democratic republic of the congo,visa required
12549,saudi arabia,singapore,visa required
12550,saudi arabia,nicaragua,visa not required
12551,saudi arabia,burkina faso,visa required
12552,saudi arabia,eswatini,visa required
12553,saudi arabia,zambia,evisa
12554,saudi arabia,samoa,visa not required
12555,saudi arabia,uruguay,visa required
12556,saudi arabia,montenegro,visa required
12557,saudi arabia,equatorial guinea,visa required
12558,saudi arabia,bosnia and herzegovina,visa required
12559,saudi arabia,ghana,visa required
12560,saudi arabia,moldova,visa required
12561,saudi arabia,dominican republic,visa required
12562,saudi arabia,guinea-bissau,evisa / visa on arrival
12563,saudi arabia,paraguay,visa required
12564,saudi arabia,switzerland,visa required
12565,saudi arabia,honduras,visa not required
12566,saudi arabia,libya,visa required
12567,saudi arabia,myanmar,evisa
12568,saudi arabia,belgium,visa required
12569,saudi arabia,kiribati,visa required
12570,saudi arabia,antigua and barbuda,electronic entry visa
12571,saudi arabia,japan,visa required
12572,saudi arabia,bulgaria,visa required
12573,saudi arabia,bolivia,visa on arrival
12574,saudi arabia,thailand,visa on arrival
12575,saudi arabia,cyprus,visa required
12576,saudi arabia,micronesia,visa not required
12577,saudi arabia,sierra leone,visa on arrival
12578,saudi arabia,mauritania,visa on arrival
12579,saudi arabia,comoros,visa on arrival
12580,saudi arabia,burundi,visa on arrival
12581,saudi arabia,indonesia,visa not required
12582,saudi arabia,brazil,visa required
12583,saudi arabia,qatar,visa not required
12584,saudi arabia,sudan,visa required
12585,saudi arabia,kazakhstan,visa not required
12586,saudi arabia,lebanon,visa not required
12587,saudi arabia,spain,visa required
12588,saudi arabia,suriname,evisa
12589,saudi arabia,senegal,visa required
12590,saudi arabia,namibia,visa required
12591,saudi arabia,san marino,visa required
12592,saudi arabia,ireland,visa required
12593,saudi arabia,seychelles,free visitor's permit on arrival
